기준_년분기_코드,행정동_코드,행정동_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20192,11170660,이태원2동,2248301,1078070,1170231,197037,404538,539466,386882,261931,458448,622371,468361,256910,252408,357402,290849,308364,310363,312193,316217,319133,343173,338860
20193,11170650,이태원1동,3033317,1548487,1484831,186504,913449,693249,427268,334433,478416,718454,512027,359148,385208,603833,454648,375694,371033,388831,403532,451720,545212,497296
20193,11170660,이태원2동,3129317,1500249,1629069,281026,573090,755978,533336,359957,625932,885151,649347,349014,342791,492900,410114,432916,435046,432710,438977,444866,473058,471745
20194,11170650,이태원1동,2990047,1519561,1470486,180496,912324,679951,426753,331100,459424,695202,486934,352457,390694,616213,448549,345936,361175,390550,384626,438522,568756,500484
20194,11170660,이태원2동,3344850,1605566,1739283,275761,609424,821250,569523,394200,674692,948578,692745,371196,366251,528307,437772,461961,460721,469126,465283,473347,509367,505043
20201,11170650,이태원1동,2497588,1319289,1178299,151298,702330,561189,364786,303211,414776,560924,428274,303666,332106,514158,358457,321254,314135,331496,332727,367546,430463,399966
20201,11170660,이태원2동,3396366,1628714,1767651,291287,613090,828524,580016,401467,681981,917604,705302,394496,390504,550311,438147,474046,471221,478298,473615,482259,509611,507317
20202,11170650,이태원1동,2118343,1127523,990820,124031,493357,486490,343453,286151,384862,452145,396083,277073,299750,417150,276141,291544,291514,293190,297144,310523,327325,307102
20202,11170660,이태원2동,3411783,1665287,1746496,292644,591625,832299,600351,412467,682397,902456,712611,406165,400257,553313,436980,479575,479223,481113,483151,485813,501416,501492
20203,11170650,이태원1동,2059832,1076699,983135,117766,477997,473896,340604,282110,367459,447917,388300,269558,288248,399389,266419,280749,280938,284775,287455,302682,320749,302484
20203,11170660,이태원2동,3442137,1679619,1762518,297106,608779,839496,615906,413653,667195,905608,718498,410138,404430,562104,441360,483682,481101,485717,487899,490318,505754,507667
20204,11170650,이태원1동,2165338,1123454,1041884,131610,497257,491233,352512,295542,397182,485625,414904,283205,298803,405184,277618,293205,292837,297874,302274,317860,339476,321812
20204,11170660,이태원2동,3251109,1566021,1685088,284316,546776,783645,594325,390321,651726,872862,681084,380244,373370,523467,420085,456068,456395,451705,456454,461753,481721,487013
20211,11170650,이태원1동,2201376,1123512,1077864,138747,478583,492234,369338,304819,417656,470461,435147,297247,315996,422061,260465,307934,308416,312297,312512,317678,327918,314622
20211,11170660,이태원2동,3058790,1458516,1600273,261691,490691,741451,570198,373943,620816,824547,642248,353922,348763,491747,397565,430144,426967,427250,429083,432711,452655,459978
20212,11170650,이태원1동,2382413,1201615,1180798,148959,542132,535184,402102,321123,432913,483338,454711,318167,344309,487179,294708,326856,329983,335105,333559,349484,366582,340844
20212,11170660,이태원2동,3014085,1448305,1565780,250773,511607,731018,556403,371794,592490,813907,627626,347288,345113,488854,391297,417391,418997,428596,420143,421513,450518,456927
20213,11170650,이태원1동,2242736,1135906,1106830,142846,494380,501215,382935,309083,412275,454805,434595,305605,329200,446035,272494,314386,312941,314422,320332,329119,333739,317800
20213,11170660,이태원2동,2932004,1401501,1530503,235422,491434,707376,553934,359045,584789,788777,611861,340599,335923,473796,381047,410901,411265,412174,414927,414684,433462,434591
20214,11170650,이태원1동,2514110,1276697,1237412,162840,629421,564457,404930,320386,432076,522304,453691,321167,350180,525274,341494,333274,329362,333623,339308,370113,423169,385260
20214,11170660,이태원2동,2954464,1409510,1544952,240406,509230,725295,555527,350959,573048,800029,611736,340588,338216,480495,383398,412895,407742,409319,410384,415999,448176,449948
20221,11170650,이태원1동,2458747,1236363,1222384,167881,560842,551006,409874,323294,445850,485873,458864,326449,357124,520614,309823,338921,336523,341602,344394,357981,384504,354825
20221,11170660,이태원2동,2846523,1365174,1481350,244057,490176,702249,541477,336149,532417,774704,592783,329754,326091,456963,366228,396923,397030,398880,398313,397149,427552,430676
20222,11170650,이태원1동,2902036,1469462,1432574,184432,784538,681510,455504,340095,455957,653115,489660,349560,379537,588889,441276,368735,361903,375782,382135,426101,522971,464410
20222,11170660,이태원2동,2924180,1408608,1515572,265571,502499,719938,556858,347148,532167,781625,604682,342842,342373,478406,374252,405123,401317,401281,406711,414577,449551,445620
20223,11170650,이태원1동,2874729,1467078,1407651,183341,801331,681088,448673,329856,430440,674368,486760,344144,371839,564881,432737,370823,356189,367783,379402,425999,505359,469174
20223,11170660,이태원2동,2812081,1330373,1481707,265842,477590,681341,536392,337151,513764,750692,581850,328127,328954,460102,362355,393192,391226,390077,392682,397905,425939,421057
20224,11170650,이태원1동,2654144,1363941,1290203,170460,635898,631572,451328,338384,426503,571690,482116,349199,373783,517661,359694,351985,342682,348902,357469,391687,456987,404431
20224,11170660,이태원2동,2895062,1363168,1531894,281251,472311,699037,568729,346646,527086,775213,605691,340373,335329,466772,371684,409152,402817,400975,401712,408398,436085,435924
20231,11170650,이태원1동,2486189,1268179,1218010,158484,544433,591663,444447,334311,412849,527254,469737,336756,358905,480658,312881,335039,337358,341501,343780,361402,393337,373773
20231,11170660,이태원2동,2986092,1393667,1592425,289154,482239,709260,600180,358929,546330,806276,632127,352195,346636,472094,376763,414919,422056,419059,416878,420952,448724,443502
20232,11170650,이태원1동,2641988,1363648,1278342,157705,618644,629216,460373,342545,433505,558722,477212,355931,377889,523636,348596,349866,347715,351844,359909,387353,436274,409029
20232,11170660,이태원2동,2984758,1407238,1577520,296622,483688,695606,606348,367309,535185,794745,623516,354909,353162,480479,377949,417853,420095,415238,418800,425836,444832,442105
20233,11170650,이태원1동,2655917,1377112,1278805,165394,646464,633836,459051,334147,417027,594016,468628,345528,366637,518290,362817,348968,344076,348889,355430,388446,449274,420835
20233,11170660,이태원2동,2869541,1350382,1519160,281735,469927,666182,578988,355119,517592,776480,596397,334462,333053,461207,367944,400631,403628,398133,403284,406676,426993,430196
20234,11170650,이태원1동,2586640,1356156,1230483,162586,619600,631296,450002,324234,398922,594464,450330,331537,351410,503079,355817,346206,328113,333325,339061,375380,440367,424189
20234,11170660,이태원2동,2952646,1395443,1557204,309936,466998,685121,600371,370232,519989,803836,616431,344568,340058,471277,376475,417511,412718,409688,412369,416282,442333,441744
