"날짜","요일","시간","성별","연령","유형","방문수"
"2024-03-31","일요일","22","","","pass","95"
"2024-04-01","월요일","10","","","pass","562"
"2024-04-01","월요일","11","","","pass","673"
"2024-04-01","월요일","12","","","pass","713"
"2024-04-01","월요일","13","","","pass","825"
"2024-04-01","월요일","14","","","pass","858"
"2024-04-01","월요일","15","","","pass","929"
"2024-04-01","월요일","16","","","pass","1015"
"2024-04-01","월요일","17","","","pass","727"
"2024-04-01","월요일","18","","","pass","801"
"2024-04-01","월요일","19","","","pass","780"
"2024-04-01","월요일","20","","","pass","635"
"2024-04-01","월요일","21","","","pass","391"
"2024-04-01","월요일","22","","","pass","30"
"2023-08-28","월요일","10","female","30","not purchase","3"
"2023-08-28","월요일","10","female","30","purchase","4"
"2023-08-28","월요일","10","male","20","purchase","1"
"2023-08-28","월요일","10","male","30","not purchase","2"
"2023-08-28","월요일","10","male","30","purchase","1"
"2023-08-28","월요일","11","female","10","purchase","1"
"2023-08-28","월요일","11","female","30","not purchase","7"
"2023-08-28","월요일","11","female","30","purchase","11"
"2023-08-28","월요일","11","male","30","not purchase","3"
"2023-08-28","월요일","11","male","30","purchase","5"
"2023-08-28","월요일","11","male","40","not purchase","1"
"2023-08-28","월요일","11","male","40","purchase","2"
"2023-08-28","월요일","12","female","30","not purchase","5"
"2023-08-28","월요일","12","female","30","purchase","3"
"2023-08-28","월요일","12","male","20","not purchase","1"
"2023-08-28","월요일","12","male","20","purchase","2"
"2023-08-28","월요일","12","male","30","not purchase","8"
"2023-08-28","월요일","12","male","30","purchase","4"
"2023-08-28","월요일","12","male","40","not purchase","1"
"2023-08-28","월요일","12","male","40","purchase","2"
"2023-08-28","월요일","13","female","30","not purchase","2"
"2023-08-28","월요일","13","female","30","purchase","3"
"2023-08-28","월요일","13","male","30","not purchase","4"
"2023-08-28","월요일","13","male","30","purchase","10"
"2023-08-28","월요일","13","male","40","not purchase","1"
"2023-08-28","월요일","13","male","40","purchase","1"
"2023-08-28","월요일","14","female","30","not purchase","5"
"2023-08-28","월요일","14","female","30","purchase","9"
"2023-08-28","월요일","14","female","40","not purchase","1"
"2023-08-28","월요일","14","female","40","purchase","1"
"2023-08-28","월요일","14","male","20","purchase","1"
"2023-08-28","월요일","14","male","30","not purchase","4"
"2023-08-28","월요일","14","male","30","purchase","14"
"2023-08-28","월요일","14","male","40","purchase","1"
"2023-08-28","월요일","15","female","30","not purchase","10"
"2023-08-28","월요일","15","female","30","purchase","8"
"2023-08-28","월요일","15","male","30","not purchase","6"
"2023-08-28","월요일","15","male","30","purchase","7"
"2023-08-28","월요일","16","female","20","not purchase","1"
"2023-08-28","월요일","16","female","30","not purchase","4"
"2023-08-28","월요일","16","female","30","purchase","7"
"2023-08-28","월요일","16","female","40","purchase","1"
"2023-08-28","월요일","16","male","20","not purchase","2"
"2023-08-28","월요일","16","male","20","purchase","1"
"2023-08-28","월요일","16","male","30","not purchase","10"
"2023-08-28","월요일","16","male","30","purchase","7"
"2023-08-28","월요일","16","male","40","not purchase","2"
"2023-08-28","월요일","16","male","50","not purchase","1"
"2023-08-28","월요일","17","female","20","not purchase","3"
"2023-08-28","월요일","17","female","20","purchase","3"
"2023-08-28","월요일","17","female","30","not purchase","9"
"2023-08-28","월요일","17","female","30","purchase","4"
"2023-08-28","월요일","17","female","40","purchase","1"
"2023-08-28","월요일","17","male","20","not purchase","4"
"2023-08-28","월요일","17","male","20","purchase","1"
"2023-08-28","월요일","17","male","30","not purchase","7"
"2023-08-28","월요일","17","male","30","purchase","5"
"2023-08-28","월요일","17","male","40","purchase","1"
"2023-08-28","월요일","18","female","20","not purchase","1"
"2023-08-28","월요일","18","female","30","not purchase","16"
"2023-08-28","월요일","18","female","30","purchase","7"
"2023-08-28","월요일","18","female","40","not purchase","1"
"2023-08-28","월요일","18","male","30","not purchase","7"
"2023-08-28","월요일","18","male","30","purchase","6"
"2023-08-28","월요일","19","female","30","not purchase","4"
"2023-08-28","월요일","19","female","30","purchase","7"
"2023-08-28","월요일","19","male","20","purchase","2"
"2023-08-28","월요일","19","male","30","not purchase","1"
"2023-08-28","월요일","19","male","30","purchase","11"
"2023-08-28","월요일","19","male","40","not purchase","1"
"2023-08-28","월요일","20","female","20","not purchase","4"
"2023-08-28","월요일","20","female","20","purchase","1"
"2023-08-28","월요일","20","female","30","not purchase","7"
"2023-08-28","월요일","20","female","30","purchase","10"
"2023-08-28","월요일","20","male","20","not purchase","3"
"2023-08-28","월요일","20","male","30","not purchase","4"
"2023-08-28","월요일","20","male","30","purchase","4"
"2023-08-28","월요일","20","male","40","not purchase","1"
"2023-08-28","월요일","21","female","20","purchase","1"
"2023-08-28","월요일","21","female","30","not purchase","4"
"2023-08-28","월요일","21","female","30","purchase","6"
"2023-08-28","월요일","21","male","20","not purchase","1"
"2023-08-28","월요일","21","male","30","not purchase","5"
"2023-08-28","월요일","21","male","30","purchase","1"
"2023-08-29","화요일","9","male","30","not purchase","1"
"2023-08-29","화요일","10","female","20","not purchase","1"
"2023-08-29","화요일","10","female","30","not purchase","7"
"2023-08-29","화요일","10","female","30","purchase","1"
"2023-08-29","화요일","10","female","40","not purchase","1"
"2023-08-29","화요일","10","male","20","not purchase","2"
"2023-08-29","화요일","10","male","30","not purchase","2"
"2023-08-29","화요일","11","female","30","not purchase","9"
"2023-08-29","화요일","11","female","30","purchase","1"
"2023-08-29","화요일","11","male","30","not purchase","4"
"2023-08-29","화요일","11","male","30","purchase","3"
"2023-08-29","화요일","11","male","40","not purchase","2"
"2023-08-29","화요일","12","female","20","not purchase","1"
"2023-08-29","화요일","12","female","30","not purchase","6"
"2023-08-29","화요일","12","female","40","not purchase","3"
"2023-08-29","화요일","12","male","30","not purchase","9"
"2023-08-29","화요일","12","male","40","not purchase","3"
"2023-08-29","화요일","13","female","30","not purchase","17"
"2023-08-29","화요일","13","female","30","purchase","1"
"2023-08-29","화요일","13","female","40","not purchase","1"
"2023-08-29","화요일","13","male","30","not purchase","3"
"2023-08-29","화요일","13","male","40","not purchase","4"
"2023-08-29","화요일","16","female","10","not purchase","1"
"2023-08-29","화요일","16","female","30","not purchase","3"
"2023-08-29","화요일","16","male","30","not purchase","5"
"2023-08-29","화요일","16","male","40","not purchase","1"
"2023-08-29","화요일","17","female","30","not purchase","3"
"2023-08-29","화요일","18","female","20","not purchase","4"
"2023-08-29","화요일","18","female","30","not purchase","18"
"2023-08-29","화요일","18","female","30","purchase","3"
"2023-08-29","화요일","18","female","40","not purchase","1"
"2023-08-29","화요일","18","male","20","not purchase","2"
"2023-08-29","화요일","18","male","20","purchase","1"
"2023-08-29","화요일","18","male","30","not purchase","7"
"2023-08-29","화요일","18","male","30","purchase","4"
"2023-08-29","화요일","18","male","40","not purchase","1"
"2023-08-29","화요일","19","female","10","not purchase","3"
"2023-08-29","화요일","19","female","20","not purchase","6"
"2023-08-29","화요일","19","female","30","not purchase","10"
"2023-08-29","화요일","19","female","40","not purchase","2"
"2023-08-29","화요일","19","male","20","not purchase","3"
"2023-08-29","화요일","19","male","20","purchase","1"
"2023-08-29","화요일","19","male","30","not purchase","12"
"2023-08-29","화요일","19","male","30","purchase","1"
"2023-08-29","화요일","19","male","40","not purchase","1"
"2023-08-29","화요일","20","female","20","purchase","1"
"2023-08-29","화요일","20","female","30","not purchase","8"
"2023-08-29","화요일","20","female","30","purchase","1"
"2023-08-29","화요일","20","male","20","not purchase","2"
"2023-08-29","화요일","20","male","30","not purchase","5"
"2023-08-29","화요일","20","male","40","not purchase","1"
"2023-08-29","화요일","21","female","20","not purchase","1"
"2023-08-29","화요일","21","female","30","not purchase","14"
"2023-08-29","화요일","21","male","20","not purchase","3"
"2023-08-29","화요일","21","male","20","purchase","2"
"2023-08-29","화요일","21","male","30","not purchase","7"
"2023-08-29","화요일","22","female","30","not purchase","1"
"2023-08-30","수요일","9","female","20","not purchase","2"
"2023-08-30","수요일","9","female","30","not purchase","1"
"2023-08-30","수요일","9","male","20","purchase","1"
"2023-08-30","수요일","10","female","20","not purchase","1"
"2023-08-30","수요일","10","female","30","not purchase","5"
"2023-08-30","수요일","10","male","10","not purchase","1"
"2023-08-30","수요일","10","male","30","not purchase","6"
"2023-08-30","수요일","11","female","20","not purchase","1"
"2023-08-30","수요일","11","female","30","not purchase","3"
"2023-08-30","수요일","11","female","30","purchase","1"
"2023-08-30","수요일","11","female","40","not purchase","1"
"2023-08-30","수요일","11","male","30","not purchase","4"
"2023-08-30","수요일","11","male","40","not purchase","1"
"2023-08-30","수요일","12","female","10","not purchase","1"
"2023-08-30","수요일","12","female","20","not purchase","1"
"2023-08-30","수요일","12","female","30","not purchase","2"
"2023-08-30","수요일","12","male","20","not purchase","1"
"2023-08-30","수요일","12","male","30","not purchase","8"
"2023-08-30","수요일","12","male","30","purchase","1"
"2023-08-30","수요일","12","male","40","not purchase","1"
"2023-08-30","수요일","13","female","20","not purchase","4"
"2023-08-30","수요일","13","female","30","not purchase","10"
"2023-08-30","수요일","13","female","40","not purchase","2"
"2023-08-30","수요일","13","male","10","not purchase","1"
"2023-08-30","수요일","13","male","20","not purchase","1"
"2023-08-30","수요일","13","male","30","not purchase","2"
"2023-08-30","수요일","13","male","40","not purchase","1"
"2023-08-30","수요일","14","female","30","not purchase","3"
"2023-08-30","수요일","14","female","40","not purchase","1"
"2023-08-30","수요일","14","male","30","not purchase","2"
"2023-08-30","수요일","15","female","30","not purchase","5"
"2023-08-30","수요일","15","female","30","purchase","1"
"2023-08-30","수요일","15","male","30","not purchase","1"
"2023-08-30","수요일","16","female","20","not purchase","1"
"2023-08-30","수요일","16","female","20","purchase","1"
"2023-08-30","수요일","16","female","30","not purchase","6"
"2023-08-30","수요일","16","female","30","purchase","1"
"2023-08-30","수요일","16","male","20","not purchase","1"
"2023-08-30","수요일","16","male","30","not purchase","1"
"2023-08-30","수요일","17","female","20","not purchase","2"
"2023-08-30","수요일","17","female","30","not purchase","4"
"2023-08-30","수요일","17","female","40","not purchase","1"
"2023-08-30","수요일","17","male","40","not purchase","1"
"2023-08-30","수요일","18","female","20","not purchase","2"
"2023-08-30","수요일","18","female","30","not purchase","7"
"2023-08-30","수요일","18","male","20","not purchase","1"
"2023-08-30","수요일","18","male","30","not purchase","1"
"2023-08-30","수요일","19","female","20","not purchase","2"
"2023-08-30","수요일","19","female","30","not purchase","5"
"2023-08-30","수요일","19","female","30","purchase","1"
"2023-08-30","수요일","19","male","30","not purchase","5"
"2023-08-30","수요일","19","male","30","purchase","1"
"2023-08-30","수요일","20","female","20","purchase","1"
"2023-08-30","수요일","20","female","30","not purchase","5"
"2023-08-30","수요일","20","female","30","purchase","1"
"2023-08-30","수요일","20","male","30","not purchase","2"
"2023-08-30","수요일","20","male","30","purchase","1"
"2023-08-30","수요일","21","female","30","not purchase","1"
"2023-08-31","목요일","9","male","40","not purchase","1"
"2023-08-31","목요일","10","female","20","not purchase","1"
"2023-08-31","목요일","10","female","30","not purchase","3"
"2023-08-31","목요일","10","female","40","not purchase","1"
"2023-08-31","목요일","10","male","10","not purchase","2"
"2023-08-31","목요일","10","male","20","not purchase","2"
"2023-08-31","목요일","10","male","30","not purchase","5"
"2023-08-31","목요일","11","female","20","not purchase","3"
"2023-08-31","목요일","11","female","30","not purchase","8"
"2023-08-31","목요일","11","male","20","not purchase","3"
"2023-08-31","목요일","11","male","20","purchase","1"
"2023-08-31","목요일","11","male","30","not purchase","5"
"2023-08-31","목요일","11","male","30","purchase","3"
"2023-08-31","목요일","11","male","40","not purchase","1"
"2023-08-31","목요일","12","female","10","not purchase","1"
"2023-08-31","목요일","12","female","20","not purchase","1"
"2023-08-31","목요일","12","female","30","not purchase","3"
"2023-08-31","목요일","12","male","20","not purchase","1"
"2023-08-31","목요일","12","male","30","not purchase","5"
"2023-08-31","목요일","12","male","30","purchase","1"
"2023-08-31","목요일","12","male","40","not purchase","1"
"2023-08-31","목요일","13","female","20","not purchase","3"
"2023-08-31","목요일","13","female","30","not purchase","12"
"2023-08-31","목요일","13","female","40","not purchase","1"
"2023-08-31","목요일","13","male","20","not purchase","1"
"2023-08-31","목요일","13","male","20","purchase","1"
"2023-08-31","목요일","13","male","30","not purchase","7"
"2023-08-31","목요일","14","female","10","not purchase","1"
"2023-08-31","목요일","14","female","20","not purchase","1"
"2023-08-31","목요일","14","female","20","purchase","1"
"2023-08-31","목요일","14","female","30","not purchase","34"
"2023-08-31","목요일","14","female","40","not purchase","3"
"2023-08-31","목요일","14","male","20","not purchase","6"
"2023-08-31","목요일","14","male","20","purchase","2"
"2023-08-31","목요일","14","male","30","not purchase","14"
"2023-08-31","목요일","14","male","30","purchase","1"
"2023-08-31","목요일","15","female","20","not purchase","9"
"2023-08-31","목요일","15","female","20","purchase","2"
"2023-08-31","목요일","15","female","30","not purchase","20"
"2023-08-31","목요일","15","female","30","purchase","3"
"2023-08-31","목요일","15","male","20","not purchase","4"
"2023-08-31","목요일","15","male","20","purchase","4"
"2023-08-31","목요일","15","male","30","not purchase","9"
"2023-08-31","목요일","15","male","30","purchase","3"
"2023-08-31","목요일","15","male","50","not purchase","1"
"2023-08-31","목요일","16","female","20","not purchase","4"
"2023-08-31","목요일","16","female","30","not purchase","35"
"2023-08-31","목요일","16","female","30","purchase","1"
"2023-08-31","목요일","16","female","40","not purchase","2"
"2023-08-31","목요일","16","male","30","not purchase","9"
"2023-08-31","목요일","16","male","30","purchase","2"
"2023-08-31","목요일","16","male","40","not purchase","1"
"2023-08-31","목요일","16","male","40","purchase","1"
"2023-08-31","목요일","17","female","20","not purchase","2"
"2023-08-31","목요일","17","female","30","not purchase","11"
"2023-08-31","목요일","17","male","20","not purchase","1"
"2023-08-31","목요일","17","male","30","not purchase","3"
"2023-08-31","목요일","17","male","30","purchase","1"
"2023-08-31","목요일","18","female","20","not purchase","2"
"2023-08-31","목요일","18","female","30","not purchase","5"
"2023-08-31","목요일","18","female","30","purchase","1"
"2023-08-31","목요일","18","female","40","not purchase","1"
"2023-08-31","목요일","18","male","20","not purchase","3"
"2023-08-31","목요일","18","male","30","not purchase","9"
"2023-08-31","목요일","18","male","30","purchase","1"
"2023-08-31","목요일","19","female","20","not purchase","2"
"2023-08-31","목요일","19","female","30","not purchase","17"
"2023-08-31","목요일","19","female","30","purchase","4"
"2023-08-31","목요일","19","male","20","not purchase","5"
"2023-08-31","목요일","19","male","30","not purchase","14"
"2023-08-31","목요일","19","male","30","purchase","2"
"2023-08-31","목요일","20","female","10","not purchase","1"
"2023-08-31","목요일","20","female","20","not purchase","1"
"2023-08-31","목요일","20","female","30","not purchase","7"
"2023-08-31","목요일","20","male","20","not purchase","2"
"2023-08-31","목요일","20","male","30","not purchase","11"
"2023-08-31","목요일","20","male","30","purchase","3"
"2023-08-31","목요일","21","female","20","not purchase","7"
"2023-08-31","목요일","21","female","30","not purchase","17"
"2023-08-31","목요일","21","female","40","not purchase","2"
"2023-08-31","목요일","21","male","20","not purchase","2"
"2023-08-31","목요일","21","male","20","purchase","1"
"2023-08-31","목요일","21","male","30","not purchase","4"
"2023-08-31","목요일","21","male","30","purchase","3"
"2023-08-31","목요일","21","male","40","not purchase","1"
"2023-08-31","목요일","22","female","20","not purchase","4"
"2023-08-31","목요일","22","female","20","purchase","1"
"2023-08-31","목요일","22","female","30","not purchase","24"
"2023-08-31","목요일","22","female","30","purchase","1"
"2023-08-31","목요일","22","female","40","not purchase","3"
"2023-08-31","목요일","22","male","20","not purchase","2"
"2023-08-31","목요일","22","male","30","not purchase","16"
"2023-08-31","목요일","22","male","30","purchase","1"
"2023-08-31","목요일","22","male","40","not purchase","3"
"2023-08-31","목요일","23","female","20","not purchase","22"
"2023-08-31","목요일","23","female","30","not purchase","39"
"2023-08-31","목요일","23","female","40","not purchase","2"
"2023-08-31","목요일","23","male","10","not purchase","1"
"2023-08-31","목요일","23","male","10","purchase","1"
"2023-08-31","목요일","23","male","20","not purchase","8"
"2023-08-31","목요일","23","male","30","not purchase","22"
"2023-09-01","금요일","9","female","30","not purchase","1"
"2023-09-01","금요일","9","male","30","not purchase","1"
"2023-09-01","금요일","10","female","20","not purchase","5"
"2023-09-01","금요일","10","female","30","not purchase","16"
"2023-09-01","금요일","10","female","40","not purchase","1"
"2023-09-01","금요일","10","male","30","not purchase","5"
"2023-09-01","금요일","10","male","40","not purchase","1"
"2023-09-01","금요일","11","female","20","not purchase","1"
"2023-09-01","금요일","11","female","30","not purchase","3"
"2023-09-01","금요일","11","female","40","not purchase","3"
"2023-09-01","금요일","11","male","30","not purchase","2"
"2023-09-01","금요일","11","male","30","purchase","1"
"2023-09-01","금요일","11","male","40","not purchase","3"
"2023-09-01","금요일","12","female","20","not purchase","2"
"2023-09-01","금요일","12","female","30","not purchase","14"
"2023-09-01","금요일","12","female","30","purchase","1"
"2023-09-01","금요일","12","female","40","not purchase","4"
"2023-09-01","금요일","12","female","50","not purchase","1"
"2023-09-01","금요일","12","male","20","not purchase","3"
"2023-09-01","금요일","12","male","20","purchase","1"
"2023-09-01","금요일","12","male","30","not purchase","5"
"2023-09-01","금요일","12","male","30","purchase","1"
"2023-09-01","금요일","12","male","40","not purchase","3"
"2023-09-01","금요일","13","female","20","not purchase","5"
"2023-09-01","금요일","13","female","30","not purchase","30"
"2023-09-01","금요일","13","female","30","purchase","2"
"2023-09-01","금요일","13","female","40","not purchase","2"
"2023-09-01","금요일","13","male","20","not purchase","3"
"2023-09-01","금요일","13","male","30","not purchase","8"
"2023-09-01","금요일","13","male","30","purchase","1"
"2023-09-01","금요일","13","male","40","not purchase","2"
"2023-09-01","금요일","14","female","10","not purchase","1"
"2023-09-01","금요일","14","female","20","not purchase","4"
"2023-09-01","금요일","14","female","30","not purchase","13"
"2023-09-01","금요일","14","female","30","purchase","2"
"2023-09-01","금요일","14","male","20","not purchase","1"
"2023-09-01","금요일","14","male","30","not purchase","8"
"2023-09-01","금요일","14","male","30","purchase","1"
"2023-09-01","금요일","14","male","40","not purchase","2"
"2023-09-01","금요일","15","female","20","not purchase","3"
"2023-09-01","금요일","15","female","30","not purchase","7"
"2023-09-01","금요일","15","female","40","not purchase","1"
"2023-09-01","금요일","15","male","10","not purchase","1"
"2023-09-01","금요일","15","male","20","not purchase","1"
"2023-09-01","금요일","15","male","30","not purchase","3"
"2023-09-01","금요일","16","female","10","not purchase","3"
"2023-09-01","금요일","16","female","20","not purchase","9"
"2023-09-01","금요일","16","female","30","not purchase","14"
"2023-09-01","금요일","16","male","20","not purchase","4"
"2023-09-01","금요일","16","male","30","not purchase","7"
"2023-09-01","금요일","16","male","40","not purchase","1"
"2023-09-01","금요일","17","female","20","not purchase","1"
"2023-09-01","금요일","17","female","30","not purchase","7"
"2023-09-01","금요일","17","female","40","not purchase","3"
"2023-09-01","금요일","17","male","30","purchase","1"
"2023-09-01","금요일","17","male","40","not purchase","1"
"2023-09-01","금요일","18","female","20","not purchase","2"
"2023-09-01","금요일","18","female","30","not purchase","7"
"2023-09-01","금요일","18","male","20","not purchase","1"
"2023-09-01","금요일","18","male","20","purchase","1"
"2023-09-01","금요일","18","male","30","not purchase","1"
"2023-09-01","금요일","18","male","40","not purchase","1"
"2023-09-01","금요일","19","female","10","not purchase","2"
"2023-09-01","금요일","19","female","20","not purchase","5"
"2023-09-01","금요일","19","female","30","not purchase","16"
"2023-09-01","금요일","19","female","40","not purchase","2"
"2023-09-01","금요일","19","male","20","not purchase","1"
"2023-09-01","금요일","19","male","30","not purchase","3"
"2023-09-01","금요일","19","male","30","purchase","1"
"2023-09-01","금요일","19","male","40","not purchase","3"
"2023-09-01","금요일","19","male","40","purchase","1"
"2023-09-01","금요일","20","female","10","not purchase","2"
"2023-09-01","금요일","20","female","20","not purchase","3"
"2023-09-01","금요일","20","female","30","not purchase","13"
"2023-09-01","금요일","20","female","30","purchase","3"
"2023-09-01","금요일","20","male","20","not purchase","2"
"2023-09-01","금요일","20","male","20","purchase","1"
"2023-09-01","금요일","20","male","30","not purchase","7"
"2023-09-01","금요일","21","female","20","not purchase","5"
"2023-09-01","금요일","21","female","30","not purchase","6"
"2023-09-01","금요일","21","male","20","not purchase","1"
"2023-09-01","금요일","21","male","20","purchase","1"
"2023-09-01","금요일","21","male","30","not purchase","1"
"2023-09-02","토요일","10","female","20","not purchase","3"
"2023-09-02","토요일","10","female","30","not purchase","11"
"2023-09-02","토요일","10","male","20","not purchase","1"
"2023-09-02","토요일","10","male","30","not purchase","1"
"2023-09-02","토요일","11","female","20","not purchase","2"
"2023-09-02","토요일","11","female","30","not purchase","8"
"2023-09-02","토요일","11","female","40","not purchase","4"
"2023-09-02","토요일","11","male","30","not purchase","5"
"2023-09-02","토요일","12","female","20","not purchase","3"
"2023-09-02","토요일","12","female","30","not purchase","12"
"2023-09-02","토요일","12","female","40","not purchase","2"
"2023-09-02","토요일","12","male","20","not purchase","2"
"2023-09-02","토요일","12","male","30","not purchase","5"
"2023-09-02","토요일","12","male","30","purchase","1"
"2023-09-02","토요일","13","female","20","not purchase","5"
"2023-09-02","토요일","13","female","30","not purchase","18"
"2023-09-02","토요일","13","female","30","purchase","3"
"2023-09-02","토요일","13","female","40","not purchase","1"
"2023-09-02","토요일","13","male","20","not purchase","4"
"2023-09-02","토요일","13","male","30","not purchase","10"
"2023-09-02","토요일","13","male","30","purchase","2"
"2023-09-02","토요일","13","male","40","not purchase","1"
"2023-09-02","토요일","14","female","20","not purchase","8"
"2023-09-02","토요일","14","female","30","not purchase","40"
"2023-09-02","토요일","14","female","30","purchase","2"
"2023-09-02","토요일","14","female","40","not purchase","4"
"2023-09-02","토요일","14","male","20","not purchase","3"
"2023-09-02","토요일","14","male","30","not purchase","13"
"2023-09-02","토요일","14","male","30","purchase","2"
"2023-09-02","토요일","14","male","40","not purchase","1"
"2023-09-02","토요일","14","male","40","purchase","2"
"2023-09-02","토요일","15","female","20","not purchase","9"
"2023-09-02","토요일","15","female","20","purchase","2"
"2023-09-02","토요일","15","female","30","not purchase","23"
"2023-09-02","토요일","15","female","30","purchase","3"
"2023-09-02","토요일","15","female","40","not purchase","2"
"2023-09-02","토요일","15","male","20","not purchase","2"
"2023-09-02","토요일","15","male","30","not purchase","14"
"2023-09-02","토요일","15","male","30","purchase","3"
"2023-09-02","토요일","15","male","50","not purchase","1"
"2023-09-02","토요일","16","female","20","not purchase","1"
"2023-09-02","토요일","16","female","30","not purchase","27"
"2023-09-02","토요일","16","female","40","not purchase","5"
"2023-09-02","토요일","16","male","30","not purchase","9"
"2023-09-02","토요일","16","male","30","purchase","2"
"2023-09-02","토요일","16","male","40","not purchase","2"
"2023-09-02","토요일","17","female","20","not purchase","11"
"2023-09-02","토요일","17","female","30","not purchase","27"
"2023-09-02","토요일","17","female","40","not purchase","3"
"2023-09-02","토요일","17","male","20","not purchase","5"
"2023-09-02","토요일","17","male","30","not purchase","13"
"2023-09-02","토요일","17","male","30","purchase","1"
"2023-09-02","토요일","17","male","40","not purchase","2"
"2023-09-02","토요일","18","female","20","not purchase","5"
"2023-09-02","토요일","18","female","30","not purchase","20"
"2023-09-02","토요일","18","female","30","purchase","2"
"2023-09-02","토요일","18","female","40","not purchase","3"
"2023-09-02","토요일","18","male","20","purchase","1"
"2023-09-02","토요일","18","male","30","not purchase","12"
"2023-09-02","토요일","18","male","40","not purchase","1"
"2023-09-02","토요일","18","male","40","purchase","3"
"2023-09-02","토요일","19","female","20","not purchase","4"
"2023-09-02","토요일","19","female","20","purchase","1"
"2023-09-02","토요일","19","female","30","not purchase","25"
"2023-09-02","토요일","19","female","40","not purchase","3"
"2023-09-02","토요일","19","male","10","not purchase","1"
"2023-09-02","토요일","19","male","20","not purchase","2"
"2023-09-02","토요일","19","male","30","not purchase","11"
"2023-09-02","토요일","20","female","20","not purchase","8"
"2023-09-02","토요일","20","female","30","not purchase","44"
"2023-09-02","토요일","20","female","30","purchase","4"
"2023-09-02","토요일","20","female","40","not purchase","3"
"2023-09-02","토요일","20","male","20","not purchase","4"
"2023-09-02","토요일","20","male","30","not purchase","8"
"2023-09-02","토요일","20","male","30","purchase","2"
"2023-09-02","토요일","20","male","40","not purchase","3"
"2023-09-02","토요일","20","male","40","purchase","1"
"2023-09-02","토요일","21","female","20","not purchase","1"
"2023-09-02","토요일","21","female","30","not purchase","14"
"2023-09-02","토요일","21","female","30","purchase","1"
"2023-09-02","토요일","21","female","40","not purchase","2"
"2023-09-02","토요일","21","male","20","not purchase","1"
"2023-09-02","토요일","21","male","20","purchase","1"
"2023-09-02","토요일","21","male","30","not purchase","5"
"2023-09-02","토요일","21","male","40","not purchase","1"
"2023-09-02","토요일","22","female","30","not purchase","1"
"2023-09-03","일요일","10","female","30","not purchase","5"
"2023-09-03","일요일","10","female","40","not purchase","1"
"2023-09-03","일요일","10","male","30","not purchase","5"
"2023-09-03","일요일","10","male","40","not purchase","2"
"2023-09-03","일요일","11","female","20","not purchase","2"
"2023-09-03","일요일","11","female","30","not purchase","8"
"2023-09-03","일요일","11","female","30","purchase","3"
"2023-09-03","일요일","11","female","40","not purchase","1"
"2023-09-03","일요일","11","male","30","not purchase","7"
"2023-09-03","일요일","11","male","40","not purchase","1"
"2023-09-03","일요일","12","female","20","not purchase","6"
"2023-09-03","일요일","12","female","30","not purchase","22"
"2023-09-03","일요일","12","female","40","not purchase","2"
"2023-09-03","일요일","12","male","20","not purchase","3"
"2023-09-03","일요일","12","male","30","not purchase","11"
"2023-09-03","일요일","12","male","40","not purchase","1"
"2023-09-03","일요일","13","female","10","not purchase","1"
"2023-09-03","일요일","13","female","20","not purchase","12"
"2023-09-03","일요일","13","female","30","not purchase","30"
"2023-09-03","일요일","13","female","30","purchase","1"
"2023-09-03","일요일","13","female","40","not purchase","2"
"2023-09-03","일요일","13","male","20","not purchase","3"
"2023-09-03","일요일","13","male","20","purchase","1"
"2023-09-03","일요일","13","male","30","not purchase","14"
"2023-09-03","일요일","13","male","30","purchase","1"
"2023-09-03","일요일","13","male","40","not purchase","2"
"2023-09-03","일요일","13","male","40","purchase","1"
"2023-09-03","일요일","14","female","20","not purchase","6"
"2023-09-03","일요일","14","female","20","purchase","1"
"2023-09-03","일요일","14","female","30","not purchase","39"
"2023-09-03","일요일","14","female","30","purchase","1"
"2023-09-03","일요일","14","female","40","not purchase","1"
"2023-09-03","일요일","14","male","20","not purchase","1"
"2023-09-03","일요일","14","male","30","not purchase","11"
"2023-09-03","일요일","14","male","30","purchase","1"
"2023-09-03","일요일","15","female","10","not purchase","2"
"2023-09-03","일요일","15","female","20","not purchase","12"
"2023-09-03","일요일","15","female","30","not purchase","51"
"2023-09-03","일요일","15","female","30","purchase","2"
"2023-09-03","일요일","15","female","40","not purchase","3"
"2023-09-03","일요일","15","male","20","not purchase","5"
"2023-09-03","일요일","15","male","30","not purchase","17"
"2023-09-03","일요일","15","male","30","purchase","3"
"2023-09-03","일요일","15","male","40","not purchase","3"
"2023-09-03","일요일","16","female","20","not purchase","5"
"2023-09-03","일요일","16","female","20","purchase","1"
"2023-09-03","일요일","16","female","30","not purchase","46"
"2023-09-03","일요일","16","female","30","purchase","1"
"2023-09-03","일요일","16","female","40","not purchase","9"
"2023-09-03","일요일","16","male","20","not purchase","5"
"2023-09-03","일요일","16","male","30","not purchase","15"
"2023-09-03","일요일","16","male","30","purchase","1"
"2023-09-03","일요일","16","male","40","not purchase","5"
"2023-09-03","일요일","17","female","20","not purchase","7"
"2023-09-03","일요일","17","female","20","purchase","1"
"2023-09-03","일요일","17","female","30","not purchase","25"
"2023-09-03","일요일","17","female","40","not purchase","3"
"2023-09-03","일요일","17","male","20","not purchase","2"
"2023-09-03","일요일","17","male","30","not purchase","7"
"2023-09-03","일요일","17","male","30","purchase","1"
"2023-09-03","일요일","17","male","40","not purchase","2"
"2023-09-03","일요일","18","female","20","not purchase","9"
